iter	Passed	Remaining
1684	6256	1169
1685	6260	1166
1686	6266	1162
1687	6268	1158
1688	6271	1154
1689	6273	1150
1690	6278	1147
1691	6281	1143
1692	6283	1139
1693	6289	1136
1694	6296	1133
1695	6298	1129
1696	6300	1125
1697	6303	1121
1698	6309	1117
1699	6312	1114
1700	6317	1110
1701	6319	1106
1702	6321	1102
1703	6325	1098
1704	6329	1095
1705	6332	1091
1706	6334	1087
1707	6335	1083
1708	6338	1079
1709	6344	1076
1710	6346	1072
1711	6349	1068
1712	6357	1065
1713	6359	1061
1714	6361	1057
1715	6362	1053
1716	6364	1049
1717	6367	1045
1718	6370	1041
1719	6376	1038
1720	6379	1034
1721	6382	1030
1722	6385	1026
1723	6388	1022
1724	6391	1018
1725	6393	1015
1726	6396	1011
1727	6400	1007
1728	6402	1003
1729	6404	999
1730	6406	995
1731	6408	991
1732	6411	987
1733	6414	983
1734	6418	980
1735	6420	976
1736	6422	972
1737	6424	968
1738	6425	964
1739	6429	960
1740	6431	956
1741	6434	953
1742	6439	949
1743	6442	945
1744	6446	941
1745	6448	938
1746	6449	934
1747	6451	930
1748	6453	926
1749	6457	922
1750	6459	918
1751	6461	914
1752	6463	910
1753	6465	906
1754	6467	902
1755	6469	898
1756	6476	895
1757	6480	892
1758	6482	888
1759	6488	884
1760	6491	880
1761	6502	878
1762	6507	874
1763	6512	871
1764	6515	867
1765	6522	864
1766	6528	860
1767	6530	856
1768	6534	853
1769	6536	849
1770	6539	845
1771	6544	842
1772	6548	838
1773	6552	834
1774	6554	830
1775	6558	827
1776	6560	823
1777	6563	819
1778	6569	816
1779	6571	812
1780	6575	808
1781	6576	804
1782	6581	801
1783	6590	797
1784	6593	794
1785	6597	790
1786	6602	787
1787	6605	783
1788	6609	779
1789	6612	775
1790	6614	771
1791	6617	768
1792	6620	764
1793	6623	760
1794	6626	756
1795	6629	753
1796	6633	749
1797	6640	746
1798	6644	742
1799	6646	738
1800	6649	734
1801	6654	731
1802	6658	727
1803	6664	724
1804	6667	720
1805	6670	716
1806	6674	712
1807	6676	709
1808	6682	705
1809	6692	702
1810	6695	698
1811	6701	695
1812	6706	691
1813	6714	688
1814	6719	684
1815	6722	681
1816	6725	677
1817	6733	674
1818	6735	670
1819	6737	666
1820	6739	662
1821	6745	658
1822	6748	655
1823	6750	651
1824	6752	647
1825	6755	643
1826	6764	640
1827	6766	636
1828	6771	633
1829	6782	630
1830	6786	626
1831	6789	622
1832	6793	618
1833	6799	615
1834	6802	611
1835	6809	608
1836	6814	604
1837	6817	600
1838	6821	597
1839	6825	593
1840	6827	589
1841	6831	585
1842	6836	582
1843	6841	578
1844	6847	575
1845	6853	571
1846	6855	567
1847	6857	564
1848	6863	560
1849	6867	556
1850	6871	553
1851	6872	549
1852	6874	545
1853	6878	541
1854	6886	538
1855	6888	534
1856	6895	530
1857	6898	527
1858	6912	524
1859	6917	520
1860	6922	517
1861	6927	513
1862	6931	509
1863	6936	506
1864	6941	502
1865	6945	498
1866	6947	494
1867	6949	491
1868	6952	487
1869	6956	483
1870	6958	479
1871	6960	475
1872	6962	472
1873	6964	468
1874	6966	464
1875	6971	460
1876	6973	456
1877	6976	453
1878	6977	449
1879	6979	445
1880	6981	441
1881	6984	437
1882	6988	434
1883	6990	430
1884	6991	426
1885	6993	422
1886	6995	418
1887	7003	415
1888	7007	411
1889	7010	407
1890	7012	404
1891	7019	400
1892	7021	396
1893	7023	393
1894	7026	389
1895	7027	385
1896	7029	381
1897	7033	378
1898	7037	374
1899	7039	370
1900	7040	366
1901	7042	362
1902	7046	359
1903	7049	355
1904	7051	351
1905	7055	347
1906	7060	344
1907	7062	340
1908	7065	336
1909	7068	333
1910	7070	329
1911	7072	325
1912	7076	321
1913	7079	318
1914	7083	314
1915	7086	310
1916	7093	307
1917	7095	303
1918	7097	299
1919	7099	295
1920	7101	292
1921	7103	288
1922	7107	284
1923	7111	280
1924	7113	277
1925	7115	273
1926	7116	269
1927	7118	265
1928	7126	262
1929	7127	258
1930	7129	254
1931	7131	251
1932	7133	247
1933	7136	243
1934	7140	239
1935	7142	236
1936	7144	232
1937	7146	228
1938	7148	224
1939	7150	221
1940	7154	217
1941	7158	213
1942	7160	210
1943	7162	206
1944	7164	202
1945	7167	198
1946	7170	195
1947	7172	191
1948	7174	187
1949	7177	184
1950	7179	180
1951	7183	176
1952	7187	172
1953	7189	169
1954	7191	165
1955	7193	161
1956	7195	158
1957	7198	154
1958	7201	150
1959	7205	147
1960	7208	143
1961	7209	139
1962	7213	135
1963	7216	132
1964	7218	128
1965	7221	124
1966	7223	121
1967	7225	117
1968	7228	113
1969	7232	110
1970	7246	106
1971	7254	103
1972	7256	99
1973	7263	95
1974	7271	92
1975	7275	88
1976	7283	84
1977	7287	81
1978	7295	77
1979	7299	73
1980	7302	70
1981	7305	66
1982	7311	62
1983	7315	58
1984	7317	55
1985	7320	51
1986	7325	47
1987	7328	44
1988	7331	40
1989	7338	36
1990	7345	33
1991	7348	29
1992	7351	25
1993	7355	22
1994	7357	18
1995	7359	14
1996	7361	11
1997	7364	7
1998	7368	3
1999	7372	0
