iter	RMSE
1277	2827780.553
1278	2826861.972
1279	2825902.491
1280	2824939.176
1281	2820005.758
1282	2819421.348
1283	2818838.522
1284	2811526.611
1285	2803945.875
1286	2796642.308
1287	2795877.814
1288	2795053.137
1289	2790487.16
1290	2782358.101
1291	2781769.129
1292	2781039.418
1293	2780477.192
1294	2779815.909
1295	2779161.326
1296	2772611.567
1297	2767782.243
1298	2767060
1299	2766219.889
1300	2765506.587
1301	2764958.193
1302	2764404.188
1303	2763774.876
1304	2762937.533
1305	2762395.183
1306	2761870.172
1307	2761354.374
1308	2760542.727
1309	2759928.664
1310	2759105.235
1311	2758500.131
1312	2757974.085
1313	2757449.376
1314	2756939.501
1315	2756378.24
1316	2755866.517
1317	2755338.53
1318	2754824.649
1319	2754316.964
1320	2753825.646
1321	2753278.621
1322	2752781.389
1323	2751947.425
1324	2751459.122
1325	2750761.447
1326	2750000.268
1327	2749525.905
1328	2748992.737
1329	2748533.645
1330	2744165.528
1331	2743684.301
1332	2742920.767
1333	2742415.559
1334	2741923.41
1335	2735681.777
1336	2735215.039
1337	2734748.288
1338	2734287.555
1339	2733819.834
1340	2733370.998
1341	2732909.049
1342	2732456.522
1343	2732000.998
1344	2731514.262
1345	2725921.573
1346	2725434.505
1347	2724928.768
1348	2724481.337
1349	2724053.857
1350	2723593.02
1351	2723128.333
1352	2722412.898
1353	2721992.289
1354	2721533.613
1355	2715006.629
1356	2709987.618
1357	2709571.654
1358	2709125.129
1359	2708672.677
1360	2708211.479
1361	2707752.357
1362	2707332.3
1363	2701117.542
1364	2693660.34
1365	2693226.553
1366	2692526.832
1367	2692122.14
1368	2691420.275
1369	2691016.136
1370	2685704.607
1371	2679983.586
1372	2679580.428
1373	2679105.64
1374	2678478.298
1375	2677826.698
1376	2671060.361
1377	2670638.622
1378	2664997.614
1379	2664348.125
1380	2663733.662
1381	2663357.544
1382	2659864.661
1383	2659262.355
1384	2653561.657
1385	2649829.145
1386	2649447.273
1387	2645297.652
1388	2641354.987
1389	2635273.775
1390	2634865.627
1391	2634293.366
1392	2629269.955
1393	2628626.864
1394	2621225.205
1395	2617034.754
1396	2616676.634
1397	2616313.708
1398	2611052.551
1399	2610496.295
1400	2608908.306
1401	2608566.84
1402	2602487.022
1403	2602137.599
1404	2601804.753
1405	2596445.428
1406	2596102.918
1407	2595770.515
1408	2595397.665
1409	2594380.107
1410	2590909.599
1411	2590570.843
1412	2590248.479
1413	2589904.113
1414	2584997.045
1415	2584654.19
1416	2579650.789
1417	2576272.551
1418	2572853.747
1419	2566369.105
1420	2565695.998
1421	2560320.363
1422	2559991.582
1423	2559673.531
1424	2559347.606
1425	2553253.163
1426	2552936.58
1427	2552573.466
1428	2552264.844
1429	2545293.383
1430	2544990.593
1431	2544656.425
1432	2544081.651
1433	2543600.805
1434	2543299.861
1435	2543013.597
1436	2542690.074
1437	2542403.832
1438	2542114.395
1439	2541644.93
1440	2541363.993
1441	2541059.895
1442	2540780.095
1443	2540492.724
1444	2540212.387
1445	2539935.327
1446	2539660.659
1447	2539016.771
1448	2538721.937
1449	2538237.42
1450	2537910.645
1451	2537620.04
1452	2537352.492
1453	2536906.858
1454	2536643.713
1455	2536360.152
1456	2536073.736
1457	2535807.17
1458	2535555.977
1459	2535259.584
1460	2535001.135
1461	2531819.88
1462	2531568.763
1463	2531285.248
1464	2531035.318
1465	2530766.931
1466	2530511.69
1467	2530264.277
1468	2529949.063
1469	2529702.748
1470	2529428.197
1471	2529175.679
1472	2528888.998
1473	2528483.993
1474	2528245.075
1475	2527901.938
1476	2527663.708
1477	2527427.91
1478	2527186.219
1479	2526950.716
1480	2526582.531
1481	2526343.73
1482	2526061.133
1483	2525824.084
1484	2525402.19
1485	2525134.419
1486	2524854.915
1487	2524603.044
1488	2524336.102
1489	2524070.361
1490	2523845.547
1491	2523576.906
1492	2518046.989
1493	2511987.315
1494	2511584.371
1495	2511308.457
1496	2508236.172
1497	2507951.482
1498	2503452.336
1499	2503223.803
1500	2500647.777
1501	2500273.922
1502	2499896.452
1503	2492939.43
1504	2492731.217
1505	2492500.461
1506	2492127.154
1507	2488205.569
1508	2487822.494
1509	2487607.936
1510	2487370.289
1511	2487152.026
1512	2486609.308
1513	2486397.657
1514	2486141.96
1515	2483997.907
1516	2480865.417
1517	2480476.562
1518	2480271.196
1519	2478048.317
1520	2477619.008
1521	2477140.474
1522	2471294.17
1523	2467089.667
1524	2463615.577
1525	2459641.43
1526	2459446.621
1527	2459196.476
1528	2454593.462
1529	2449981.656
1530	2448542.626
1531	2447978.916
1532	2447782.757
1533	2446626.251
1534	2445028.142
1535	2438636.926
1536	2438372.123
1537	2438155.995
1538	2437969.356
1539	2437723.104
1540	2432446.145
1541	2432258.63
1542	2431755.797
1543	2426403.924
1544	2426193.819
1545	2426012.848
1546	2421892.895
1547	2421717.901
1548	2421326.102
1549	2421128.023
1550	2417290.723
1551	2417124.419
1552	2416930.986
1553	2416767.407
1554	2416594.92
1555	2414863.215
1556	2414662.041
1557	2414275.833
1558	2414104.16
1559	2413865.038
1560	2413683.858
1561	2413516.701
1562	2410589.834
1563	2410396.455
1564	2406525.057
1565	2406331.518
1566	2406176.141
1567	2405983.283
1568	2405659.505
1569	2405476.16
1570	2405185.356
1571	2404839.845
1572	2404678.739
1573	2404511.554
1574	2399328.761
1575	2399161.729
1576	2393147.904
1577	2392989.83
1578	2392803.938
1579	2392583.402
1580	2390721.058
1581	2390560.197
1582	2386605.135
1583	2386461.685
1584	2386176.53
1585	2386002.042
1586	2385818.815
1587	2385640.815
1588	2385444.692
1589	2385243.623
1590	2384996.628
1591	2384585.489
1592	2384437.14
1593	2383042.679
1594	2382871.326
1595	2382697.962
1596	2382526.082
1597	2381590.742
1598	2381442.394
1599	2381217.157
1600	2381054.458
1601	2380902.848
1602	2379239.817
1603	2379005.292
1604	2378521.077
1605	2378360.138
1606	2378143.688
1607	2377961.561
1608	2376453.899
1609	2374430.265
1610	2374153.686
1611	2373934.299
1612	2369184.588
1613	2368923.228
1614	2368726.094
1615	2368574.753
1616	2368392.224
1617	2368079.119
1618	2367933.192
1619	2367463.033
1620	2362306.407
1621	2362151.614
1622	2361976.17
1623	2361822.1
1624	2357720.35
1625	2357581.67
1626	2357430.634
1627	2357264.991
1628	2356768.699
1629	2352506.707
1630	2352307.121
1631	2349230.269
1632	2344657.57
1633	2344502.369
1634	2344348.535
1635	2344202.716
1636	2344062.632
1637	2343946.899
1638	2343792.522
1639	2343647.666
1640	2339916.294
1641	2339728.86
1642	2335922.833
1643	2334864.839
1644	2334723.467
1645	2332606.495
1646	2332467.894
1647	2332228.448
1648	2332086.805
1649	2331746.934
1650	2331113.354
1651	2330978.317
1652	2330826.033
1653	2329767.848
1654	2329545.698
1655	2329411.626
1656	2325599.585
1657	2325462.329
1658	2323251.698
1659	2323104.151
1660	2322963.433
1661	2322818.345
1662	2320888.432
1663	2319928.487
1664	2316887.67
1665	2315853.41
